"castid","repoid","target","source","qltag","link","value"
"2966808",2994,"HttpURLConnection","URLConnection","RefCast","https://lgtm.com/projects/g/candrews/HttpResponseCache/snapshot/dist-39925873-1524814812150/files/src/test/java/libcore/net/http/HttpResponseCacheTest.java?#L1749","#Factory,@test"
"1390163",1273,"EReference","EStructuralFeature","RefCast","https://lgtm.com/projects/g/jboss-switchyard/tools/snapshot/dist-7890424-1524814812150/files/eclipse/plugins/org.switchyard.tools.models.switchyard1_0/src/org/switchyard/tools/models/switchyard1_0/spring/impl/SpringPackageImpl.java?#L4605","#LookupById,@gen"
"5214463",5097,"String","Object","RefCast","https://lgtm.com/projects/g/willuhn/hbci4java/snapshot/dist-11090004-1524814812150/files/src/org/kapott/hbci/GV/HBCIJobImpl.java?#L144","#UseRawType,@src"
"690296",740,"String","Object","Testing","https://lgtm.com/projects/g/spring-projects/spring-loaded/snapshot/dist-49710032-1524814812150/files/springloaded/src/test/java/org/springsource/loaded/test/DispatcherBuilderTests.java?#L76","#ReflectiveAccessibility,@src"
"3469761",3571,"IGasItem","Item","InstanceOfGuarded","https://lgtm.com/projects/g/aidancbrady/Mekanism/snapshot/dist-25530028-1524814812150/files/build/sources/java/mekanism/common/tile/TileEntityElectrolyticSeparator.java?#L355","#GuardByInstanceOf:single,@src"
"7986357",6857,"CreateEncryptionZoneRequestProto","Message","ArgumentCheck","https://lgtm.com/projects/g/apache/hadoop/snapshot/dist-956730001-1524814812150/files/hadoop-hdfs-project/hadoop-hdfs-client/target/generated-sources/java/org/apache/hadoop/hdfs/protocol/proto/EncryptionZonesProtos.java?#L657","#GuardByInstanceOf:single,@gen"
"1085058",1161,"Symbol","Object","ObjectInCollection","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/ast/scanner/php71/PHPAstParser.java?#L5772","#UseRawType,@gen"
"797461",818,"ToAttribute","XmlObject","RefCast","https://lgtm.com/projects/g/GraphWalker/graphwalker-project/snapshot/dist-7850303-1524814812150/files/graphwalker-io/target/generated-sources/xmlbeans/org/w3/x1999/xlink/ToAttribute.java?#L107","#Deserialization,@gen"
"1991705",1740,"RequestBuilder","SingleShardOperationRequestBuilder","RefCast","https://lgtm.com/projects/g/vroyer/elassandra/snapshot/dist-39030061-1524814812150/files/core/src/main/java/org/elasticsearch/action/support/single/shard/SingleShardOperationRequestBuilder.java?#L51","#FluentAPI#This,@src"
"7239650",6793,"WaveViewSnapshot","Object","RefCast","https://lgtm.com/projects/g/apache/incubator-wave/snapshot/dist-1792872557-1524814812150/files/wave/generated/main/java/org/waveprotocol/box/common/comms/proto/WaveViewSnapshotProtoImpl.java?#L468","#Equals:InstanceOfSupertype#SoleSubclassImplementation,@src"
"952416",1145,"MethodInfo","Object","ObjectInCollection","https://lgtm.com/projects/g/mguymon/model-citizen/snapshot/dist-51570108-1524814812150/files//semmle_data/maven_repo/org/mockito/mockito-core/1.9.5/mockito-core-1.9.5.jar/org/mockito/cglib/proxy/DispatcherGenerator.java?#L46","?BrokenLink"
"4696106",4511,"String","Serializable","ClassFamily","https://lgtm.com/projects/g/CloudSlang/cloud-slang/snapshot/dist-13290023-1524814812150/files/cloudslang-tests/src/test/java/io/cloudslang/lang/systemtests/FlowWithJavaVersioningTest.java?#L73","#LookupById,@test"
"763924",793,"Cons<?>","Object","MethodArgumentObject","https://lgtm.com/projects/g/fpinjava/fpinjava/snapshot/dist-1795090508-1524814812150/files/fpinjava-parent/fpinjava-advancedlisthandling-exercises/src/main/java/com/fpinjava/advancedlisthandling/exercise08_22/List.java?#L467","#Equals:InstanceOf,@src"
"8891325",7482,"String","Object","Stash","https://lgtm.com/projects/b/jastadd/jastaddparser/snapshot/dist-1308141138-1524814812150/files/src/gen/org/jastadd/jastaddparser/ast/Header.java?#L192","#GuardByInstanceOf:single,@src"
"818904",880,"SearchView","View","RefCast","https://lgtm.com/projects/g/nkanaev/bubble/snapshot/dist-2033200538-1524814812150/files/app/src/main/java/com/nkanaev/comics/fragment/LibraryBrowserFragment.java?#L105","#Composite,@src"
"6986945",6666,"String","Object","Cast","https://lgtm.com/projects/g/TheCoder4eu/BootsFaces-OSP/snapshot/dist-7890019-1524814812150/files/src/main/java/net/bootsfaces/component/inputTextarea/InputTextareaCore.java?#L792","#LookupById,@src"
"703861",743,"String","Object","RefCast","https://lgtm.com/projects/g/spring-projects/spring-framework/snapshot/dist-3960140-1524814812150/files/spring-context/src/test/java/org/springframework/tests/mock/jndi/SimpleNamingContextBuilder.java?#L204","#GuardByInstanceOf:typecase,@src"
"3131282",3230,"SessionImpl","Session","Cast","https://lgtm.com/projects/g/pentaho/pentaho-platform/snapshot/dist-1505889966157-1524814812150/files/repository/src/main/java/org/pentaho/platform/security/userroledao/jackrabbit/AbstractJcrBackedUserRoleDao.java?#L620","#GuardByInstanceOf:single,@src"
"6199721",6067,"byte","int","PrimCast","https://lgtm.com/projects/g/imagej/imagej-ops/snapshot/dist-1870058-1524814812150/files/target/generated-test-sources/from-template/net/imagej/ops/convert/TestConvertType.java?#L4007","#SelectOverload#Literal:IntToByte,@test"
"4175194",3862,"UIActionLink","UIComponent","RefCast","https://lgtm.com/projects/g/Alfresco/community-edition/snapshot/dist-10560105-1524814812150/files/projects/web-client/source/java/org/alfresco/web/bean/forums/ForumsDetailsDialog.java?#L163","?BrokenLink"
"4982645",4930,"IJavaTypeInternal","IJavaType","RefCast","https://lgtm.com/projects/g/gosu-lang/gosu-lang/snapshot/dist-1970880123-1524814812150/files/gosu-test/src/test/java/gw/internal/gosu/parser/JavaTypeExtensionsTest.java?#L17","#KnownReturnType,@src"
"3686207",3647,"GoAwayFrame","SpdyFrame","RefCast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/http/src/main/java/org/glassfish/grizzly/spdy/frames/GoAwayFrame.java?#L176","?BrokenLink"
"6874439",6523,"SubscriptionInfo","Object","Cast","https://lgtm.com/projects/g/mmosemmle/activemq_20155254/snapshot/dist-1506125586028-1524814812150/files/activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v6/SubscriptionInfoMarshaller.java?#L68","#Family,@gen"
"8909961",7489,"Double","Object","Cast","https://lgtm.com/projects/b/trove4j/trove/snapshot/dist-1308571617-1524814812150/files/core/build/generated-src/gnu/trove/map/custom_hash/TObjectDoubleCustomHashMap.java?#L895","#GuardByInstanceOf:single,@src"
"645986",696,"MyInterceptor","EndpointInterceptor","ClassFamily","https://lgtm.com/projects/g/spring-projects/spring-ws/snapshot/dist-48690035-1524814812150/files/spring-ws-core/src/test/java/org/springframework/ws/config/InterceptorsBeanDefinitionParserTest.java?#L60","#Family,@src"
"8749265",7293,"Class<?>","Type","TypeParameterResolution","https://lgtm.com/projects/g/FasterXML/jackson-databind/snapshot/dist-1506182416074-1524814812150/files/src/main/java/com/fasterxml/jackson/databind/type/TypeFactory.java?#L1123","#GuardByInstanceOf:single,@src"
"102738",186,"type","Object","InstanceOfGuarded","https://lgtm.com/projects/g/dcaoyuan/nbscala/snapshot/dist-41760070-1524814812150/files/libs.xtc/src/main/java/xtc/typical/TypeMapper.java?#L843","#GuardByInstanceOf:typecase,@src"
"69887",155,"Class<U>","Class<?>","RefCast","https://lgtm.com/projects/g/pponec/ujorm/snapshot/dist-1505801506094-1524814812150/files/project-m2/ujo-wicket/src/main/java/org/ujorm/wicket/component/dialog/domestic/OfferModel.java?#L136","#RemoveWildcard,@src"
"256416",262,"MaterialNavBar","T","RefCast","https://lgtm.com/projects/g/GwtMaterialDesign/gwt-material/snapshot/dist-15220664-1524814812150/files/gwt-material/src/main/java/gwt/material/design/client/base/mixin/ProgressMixin.java?#L48","#GuardByInstanceOf:typecase,@src"
"3920511",3647,"HttpResponsePacket","HttpHeader","Testing","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/http-server/src/test/java/org/glassfish/grizzly/http/server/MaxPostSizeTest.java?#L143","?BrokenLink"
"7773889",6842,"STVerticalAlignment","TypeStoreUser","Cast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/spreadsheetml/x2006/main/impl/CTCellAlignmentImpl.java?#L206","#LookupById,@gen"
"3415750",3540,"DescriptionType","TypeStoreUser","Cast","https://lgtm.com/projects/g/SmartBear/soapui/snapshot/dist-1793321538-1524814812150/files/soapui/target/generated-sources/xmlbeans/com/sun/java/xml/ns/j2Ee/impl/PortComponentHandlerTypeImpl.java?#L168","#LookupById,@gen"
"7797659",6842,"XmlBoolean","TypeStoreUser","Cast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/spreadsheetml/x2006/main/impl/CTRevisionCellChangeImpl.java?#L1366","#LookupById,@gen"
"8091074",6867,"BucketCache","BlockCache","SearchOrFilterByType","https://lgtm.com/projects/g/apache/hbase/snapshot/dist-19218571-1524814812150/files/hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestBlockEvictionFromClient.java?#L679","#GuardByInstanceOf:typecase,@src"
"3815845",3647,"T","Builder","Cast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/websockets/src/main/java/org/glassfish/grizzly/http/HttpHeader.java?#L1160","?BrokenLink"
"3244172",3346,"ReferencePool<>","UnsafeDirectBufferPool","RefCast","https://lgtm.com/projects/g/atomix/catalyst/snapshot/dist-4870473-1524814812150/files/buffer/src/main/java/io/atomix/catalyst/buffer/PooledDirectAllocator.java?#L29","#CovariantGeneric,@src"
"5106340",4984,"int","float","Cast","https://lgtm.com/projects/g/laomengzhu/MutiPhotoChoser/snapshot/dist-2030630384-1524814812150/files/library/src/main/java/com/ns/mutiphotochoser/utils/DisplayUtils.java?#L13","#Numeric,@src"
"5745618",5595,"HttpURLConnection","URLConnection","Cast","https://lgtm.com/projects/g/usc-isi-i2/Web-Karma/snapshot/dist-48790028-1524814812150/files/karma-commands/commands-publish/src/main/java/edu/isi/karma/controller/command/publish/PublishGithubCommand.java?#L290","#Factory,@src"
"4248788",3955,"long[]","Object","RefCast","https://lgtm.com/projects/g/Netflix/zeno/snapshot/dist-50100011-1524814812150/files/src/main/java/com/netflix/zeno/hash/HashGenericRecordSerializers.java?#L140","#SelectOverload,@src"
"1466961",1347,"ByteBuffer","<nulltype>","RefCast","https://lgtm.com/projects/g/larsgeorge/hbase-book/snapshot/dist-1798110731-1524814812150/files/ch06/src/main/java/org/apache/hadoop/hbase/thrift2/generated/THBaseService.java?#L14408","#GuardByTypeTag,@gen"
"3362058",3540,"EnvironmentEndpointConfig","XmlObject","ClassFamily","https://lgtm.com/projects/g/SmartBear/soapui/snapshot/dist-1793321538-1524814812150/files/soapui/target/generated-sources/xmlbeans/com/eviware/soapui/config/EnvironmentEndpointConfig.java?#L190","#Deserialization,@gen"
"1246805",1161,"Symbol","Object","Cast","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/compiler/ast/parser/php71/CompilerAstParser.java?#L11398","#UseRawType,@src"
"51145",129,"Date","Object","Cast","https://lgtm.com/projects/g/scoophealth/oscar/snapshot/dist-15110041-1524814812150/files/src/test/java/org/oscarehr/ws/rest/conversion/DrugConverterTest.java?#L192","#Clone,@src"
"8437647",6992,"RightTuple","Entry<>","SearchOrFilterByType","https://lgtm.com/projects/g/droolsjbpm/drools/snapshot/dist-12330021-1524814812150/files/drools-core/src/main/java/org/drools/core/phreak/PhreakAccumulateNode.java?#L334","#UseRawType,@src"
"2303434",2122,"RenameSpaceRequest","Object","RefCast","https://lgtm.com/projects/g/cloudfoundry/cf-java-client/snapshot/dist-2038520517-1524814812150/files/cloudfoundry-operations/target/generated-sources/annotations/org/cloudfoundry/operations/spaces/RenameSpaceRequest.java?#L46","#Equals:InstanceOf,@src"
"6906740",6549,"And","Expr","RefCast","https://lgtm.com/projects/g/BaseXdb/basex/snapshot/dist-43860011-1524814812150/files/basex-core/src/main/java/org/basex/query/expr/gflwor/GFLWOR.java?#L659","#GuardByInstanceOf:single,@src"
"4440027",4185,"byte","int","SearchOrFilterByType","https://lgtm.com/projects/g/actorapp/actor-platform/snapshot/dist-1862080846-1524814812150/files/actor-sdk/sdk-core/runtime/runtime-shared/src/main/java/im/actor/runtime/crypto/Base64Utils.java?#L56","#Numeric,@src"
"7478804",6819,"String[]","<nulltype>","Null","https://lgtm.com/projects/g/apache/camel/snapshot/dist-2113840756-1524814812150/files/components/camel-kafka/src/test/java/org/apache/camel/component/kafka/KafkaProducerFullTest.java?#L159","#SelectOverload:Null,@test"
"4168082",3862,"String","<nulltype>","Cast","https://lgtm.com/projects/g/Alfresco/community-edition/snapshot/dist-10560105-1524814812150/files/projects/solr4/source/java/org/alfresco/solr/AlfrescoCoreAdminTester.java?#L3109","?BrokenLink"
"6198481",6067,"ShortType","Object","RefCast","https://lgtm.com/projects/g/imagej/imagej-ops/snapshot/dist-1870058-1524814812150/files/target/generated-test-sources/from-template/net/imagej/ops/convert/TestConvertType.java?#L1937","#GetOrCreateByClassLiteral,@test"
"2312041",2128,"String","Object","Cast","https://lgtm.com/projects/g/Grover-c13/PokeGOAPI-Java/snapshot/dist-2041290324-1524814812150/files/library/build/generated/source/proto/main/java/POGOProtos/Networking/Requests/Messages/AttackGymMessageOuterClass.java?#L864","#GuardByInstanceOf:single,@gen"
"2351836",2228,"Builder","Metadata_Builder","RefCast","https://lgtm.com/projects/g/google/FreeBuilder/snapshot/dist-22720006-1524814812150/files/src/main/java/org/inferred/freebuilder/processor/Metadata_Builder.java?#L587","#FluentAPI,@src"
"3199567",3269,"AnalysisJobBuilderWindowImpl","AnalysisJobBuilderWindow","Cast","https://lgtm.com/projects/g/datacleaner/DataCleaner/snapshot/dist-3980264-1524814812150/files/desktop/ui/src/test/java/org/datacleaner/test/scenario/OpenAnalysisJobTest.java?#L74","#SoleSubclassImplementation#GetOrCreateByClassLiteral,@test"
"768139",796,"Entity","Element","RefCast","https://lgtm.com/projects/g/GovernmentCommunicationsHeadquarters/Gaffer/snapshot/dist-50100003-1524814812150/files/integration-test/src/test/java/uk/gov/gchq/gaffer/integration/impl/GetAllElementsIT.java?#L164","#Factory,@test"
"8509202",7035,"Tuple","Object","Cast","https://lgtm.com/projects/g/sigmoidanalytics/spork/snapshot/dist-1794190395-1524814812150/files/src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POFRJoin.java?#L433","#GuardByInstanceOf:single,@src"
"4684247",4459,"SSLCipherConnection","IOpenShiftConnection","Cast","https://lgtm.com/projects/g/openshift/openshift-java-client/snapshot/dist-45940050-1524814812150/files/src/test/java/com/openshift/internal/client/httpclient/HttpClientTest.java?#L637","#Factory,@test"
"6121750",6012,"CourseDetailsProvider","?","RefCast","https://lgtm.com/projects/g/UniTime/unitime/snapshot/dist-22721873-1524814812150/files/target/src/org/unitime/timetable/gwt/server/CurriculaServlet.java?#L121","?BrokenLink"
"4021518",3711,"Path","Object","RefCast","https://lgtm.com/projects/g/uberfire/uberfire/snapshot/dist-6810049-1524814812150/files/le-build/errai/6a974e65349eaa8a24b4da6459942c961a866a91/errai.marshalling/gen/org/jboss/errai/ServerMarshallingFactoryImpl.java?#L2851","?BrokenLink"
"8027544",6857,"WritingApplicationFinishEvent","Event<>","RefCast","https://lgtm.com/projects/g/apache/hadoop/snapshot/dist-956730001-1524814812150/files/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/ahs/TestRMApplicationHistoryWriter.java?#L522","#GuardByTypeTag,@src"
"5556154",5464,"Entry<K,V>","Entry<K,V>","RefCast","https://lgtm.com/projects/g/usethesource/capsule/snapshot/dist-1796373627-1524814812150/files/capsule-experimental/src/main/java/io/usethesource/capsule/experimental/specialized/TrieMap_5Bits_Spec0To16.java?#L90289","#Redundant,@gen"
"8089208",6867,"FlushRegionEntry","Object","Equals","https://lgtm.com/projects/g/apache/hbase/snapshot/dist-19218571-1524814812150/files/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreFlusher.java?#L924","#Equals:GetClass,@src"
"4803909",4668,"PyProjectionAnnotation","Object","Redundant","https://lgtm.com/projects/g/fabioz/Pydev/snapshot/dist-20832102-1524814812150/files/plugins/org.python.pydev/src/org/python/pydev/editor/actions/codefolding/PyFoldingAction.java?#L52","#UseRawType,@src"
"7779728",6842,"CTDataValidation","TypeStoreUser","ClassFamily","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/spreadsheetml/x2006/main/impl/CTDataValidationsImpl.java?#L167","#LookupById,@gen"
"5750297",5600,"TextMessage","Message","Cast","https://lgtm.com/projects/g/adityasharad/lgtm-workshop/snapshot/dist-1505962666548-1524814812150/files/src/activemq/activemq-amqp/src/test/java/org/apache/activemq/transport/amqp/JMSLargeMessageSendRecvTest.java?#L98","#Deserialization,@test"
"7806370",6842,"XmlBoolean","XmlAnySimpleType","Cast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/spreadsheetml/x2006/main/impl/CTWebPrImpl.java?#L151","#LookupById,@gen"
"6291347",6155,"String[]","Object","RefCast","https://lgtm.com/projects/g/bcdev/beam/snapshot/dist-4990077-1524814812150/files/beam-core/src/main/java/org/esa/beam/framework/datamodel/ProductData.java?#L1313","#GuardByInstanceOf:single,@src"
"2195527",2001,"char[]","Object","InstanceOfGuarded","https://lgtm.com/projects/g/zycgit/hasor/snapshot/dist-41520030-1524814812150/files/hasor-rsf/src/main/java/net/hasor/rsf/libs/com/hprose/io/convert/URIConverter.java?#L36","#GuardByInstanceOf:typecase,@src"
"3844245",3647,"HttpServletRequest","ServletRequest","UnionGuarded","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/websockets/src/main/java/org/glassfish/grizzly/servlet/ApplicationDispatcher.java?#L792","?BrokenLink"
"7675775",6842,"XmlUnsignedInt","TypeStoreUser","ClassFamily","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/drawingml/x2006/chart/impl/CTPageSetupImpl.java?#L922","#LookupById,@gen"
"6103482",6009,"Collection<Integer>","Set<>","Cast","https://lgtm.com/projects/g/nbronson/snaptree/snapshot/dist-44720017-1524814812150/files/src/test/java/jsr166tests/loops/IteratorLoops.java?#L47","#GuardByInstanceOf:typecase,@src"
"7585225",6834,"ViewDescriptor","TupleDescriptor","InstanceOfGuarded","https://lgtm.com/projects/g/apache/derby/snapshot/dist-1799222346-1524814812150/files/java/engine/org/apache/derby/impl/sql/execute/TablePrivilegeInfo.java?#L167","#GuardByInstanceOf:typecase,@src"
"5643776",5500,"CreateClassifierRequest","AmazonWebServiceRequest","Cast","https://lgtm.com/projects/g/aws/aws-sdk-java/snapshot/dist-6950065-1524814812150/files/aws-java-sdk-glue/src/main/java/com/amazonaws/services/glue/model/CreateClassifierRequest.java?#L173","#Clone,@src"
"6870775",6523,"WireFormatInfo","Object","RefCast","https://lgtm.com/projects/g/mmosemmle/activemq_20155254/snapshot/dist-1506125586028-1524814812150/files/activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v4/WireFormatInfoMarshaller.java?#L107","#Family,@gen"
"2927363",2941,"ExecutableElement","Element","InstanceOfGuarded","https://lgtm.com/projects/g/androidannotations/androidannotations/snapshot/dist-1977831088-1524814812150/files/AndroidAnnotations/androidannotations-core/androidannotations/src/main/java/org/androidannotations/helper/ValidatorHelper.java?#L544","#GuardByInstanceOf:typecase,@src"
"3028141",3142,"Extension","Object","RefCast","https://lgtm.com/projects/g/UprootLabs/gngr/snapshot/dist-1789971031-1524814812150/files/src/Platform_Core/org/lobobrowser/main/Extension.java?#L371","#Equals:InstanceOf,@src"
"793432",818,"TableColumnType","TypeStoreUser","Cast","https://lgtm.com/projects/g/GraphWalker/graphwalker-project/snapshot/dist-7850303-1524814812150/files/graphwalker-io/target/generated-sources/xmlbeans/com/yworks/xml/graphml/impl/TableTypeImpl.java?#L797","#LookupById,@gen"
"1489996",1387,"IExpandable<>","IDrawerItem<>","RemoveTypeParameter","https://lgtm.com/projects/g/mikepenz/MaterialDrawer/snapshot/dist-1883160774-1524814812150/files/library/src/main/java/com/mikepenz/materialdrawer/DrawerBuilder.java?#L1796","#GuardByInstanceOf:single,@src"
"4817151",4668,"ParseException","Throwable","InstanceOfGuarded","https://lgtm.com/projects/g/fabioz/Pydev/snapshot/dist-20832102-1524814812150/files/plugins/org.python.pydev.parser/src/org/python/pydev/parser/grammar30/PythonGrammar30.java?#L5014","#GuardByInstanceOf:typecaseThrows,@gen"
"7253313",6795,"RuntimeException","Throwable","RefCast","https://lgtm.com/projects/g/apache/tomcat/snapshot/dist-1287100007-1524814812150/files/java/org/apache/el/parser/ELParser.java?#L1130","#GuardByInstanceOf:typecaseThrows,@gen"
"822341",892,"byte","int","PrimCast","https://lgtm.com/projects/g/rdelbru/SIREn/snapshot/dist-50120017-1524814812150/files/siren-core/src/main/java/org/sindice/siren/index/codecs/block/AForFrameCompressor.java?#L2072","#Numeric,@src"
"7131364",6767,"ManagedLedgerImpl","ManagedLedger","RefCast","https://lgtm.com/projects/g/apache/incubator-pulsar/snapshot/dist-1506177377755-1524814812150/files/managed-ledger/src/test/java/org/apache/bookkeeper/mledger/impl/ManagedLedgerTest.java?#L1564","#SoleSubclassImplementation#Factory,@test"
"8560709",7088,"EPStatementHandleCallback","Object","Cast","https://lgtm.com/projects/g/pulsarIO/realtime-analytics/snapshot/dist-30370380-1524814812150/files//semmle_data/maven_repo/com/espertech/esper/5.2.0/esper-5.2.0-sources.jar/com/espertech/esper/core/service/EPRuntimeImpl.java?#L986","?BrokenLink"
"9003599",7531,"ECPrivateKey","PrivateKey","RefCast","https://lgtm.com/projects/b/connect2id/nimbus-jose-jwt/snapshot/dist-1280321334-1524814812150/files/src/test/java/com/nimbusds/jose/crypto/ECDSARoundTripTest.java?#L212","#Factory,@test"
"6403332",6317,"ClientRemovedEvent","ProviderEvent","ArgumentCheck","https://lgtm.com/projects/g/keycloak/keycloak/snapshot/dist-7900299-1524814812150/files/services/src/main/java/org/keycloak/services/resources/admin/permissions/AdminPermissions.java?#L73","#GuardByInstanceOf:typecase,@src"
"8429040",6992,"Map<String,EvaluatorDefinition>","Object","RefCast","https://lgtm.com/projects/g/droolsjbpm/drools/snapshot/dist-12330021-1524814812150/files/drools-core/src/main/java/org/drools/core/base/evaluators/EvaluatorRegistry.java?#L86","#Deserialization,@src"
"1181486",1161,"Symbol","Object","Redundant","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/compiler/ast/parser/php55/CompilerAstParser.java?#L9652","#UseRawType,@gen"
"2155304",1947,"String","Object","SearchOrFilterByType","https://lgtm.com/projects/g/datanucleus/datanucleus-hbase/snapshot/dist-2018190501-1524814812150/files/src/main/java/org/datanucleus/store/hbase/fieldmanager/FetchFieldManager.java?#L424","#UseRawType,@src"
"747057",778,"short","int","PrimCast","https://lgtm.com/projects/g/spring-projects/spring-security-kerberos/snapshot/dist-2121400448-1524814812150/files//.gradle/caches/modules-2/files-2.1/org.mockito/mockito-core/1.9.5/c3264abeea62c4d2f367e21484fbb40c7e256393/mockito-core-1.9.5.jar/org/mockito/asm/ClassReader.java?#L1863","?BrokenLink"
"3280774",3447,"float[]","Object","RefCast","https://lgtm.com/projects/g/Qi4j/qi4j-sdk/snapshot/dist-38410181-1524814812150/files//.gradle/caches/modules-2/files-2.1/org.mockito/mockito-core/1.9.5/c3264abeea62c4d2f367e21484fbb40c7e256393/mockito-core-1.9.5.jar/org/mockito/asm/AnnotationWriter.java?#L173","?BrokenLink"
"866095",967,"Boolean","Object","RefCast","https://lgtm.com/projects/g/Open-MBEE/MDK/snapshot/dist-1750630056-1524814812150/files/src/main/java/gov/nasa/jpl/mbee/mdk/generator/CollectFilterParser.java?#L178","#LookupById,@src"
"1817298",1608,"TTupleProtocol","TProtocol","Cast","https://lgtm.com/projects/g/cinchapi/concourse/snapshot/dist-1799190191-1524814812150/files/concourse-driver-java/src/main/java/com/cinchapi/concourse/thrift/ConcourseService.java?#L432334","#Family,@gen"
"4159416",3862,"ActionService","Object","Redundant","https://lgtm.com/projects/g/Alfresco/community-edition/snapshot/dist-10560105-1524814812150/files/projects/repository/source/test-java/org/alfresco/repo/transfer/TransferServiceToBeRefactoredTest.java?#L164","?BrokenLink"
"6946908",6595,"FullHttpResponse","Object","Cast","https://lgtm.com/projects/g/jamesdbloom/mockserver/snapshot/dist-1798681949-1524814812150/files/mockserver-core/src/test/java/org/mockserver/server/netty/codec/MockServerResponseEncoderBasicMappingTest.java?#L52","#Factory,@test"
"985153",1161,"Symbol","Object","Redundant","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/ast/scanner/php5/PHPAstParser.java?#L6439","#UseRawType,@gen"
"5988361",5825,"Bennu","Bennu_Base","RefCast","https://lgtm.com/projects/g/FenixEdu/fenixedu-academic/snapshot/dist-29270029-1524814812150/files/target/generated-test-sources/dml-maven-plugin/org/fenixedu/bennu/core/domain/Bennu_Base.java?#L12466","#SoleSubclassImplementation,@gen"
"5695651",5517,"short","int","Redundant","https://lgtm.com/projects/g/IanDarwin/javasrc/snapshot/dist-57440056-1524814812150/files/src/main/java/lang/NumericLiterals7.java?#L35","#Literal:IntToShortArray,@gen"
"3699798",3647,"StopAction","NextAction","Cast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/http-all/src/main/java/org/glassfish/grizzly/filterchain/DefaultFilterChain.java?#L237","?BrokenLink"
"2663908",2527,"VirtualMethodCallValue","TypedValue","RefCast","https://lgtm.com/projects/g/my2iu/Jinq/snapshot/dist-42775038-1524814812150/files/jinq-jpa/main/org/jinq/jpa/transform/SymbExToColumns.java?#L213","#GuardByInstanceOf:typecase,@src"
"6537287",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/alaw/EncoderData.java?#L3515","#Literal:IntToByteArray,@gen"
"2099439",1871,"char","int","PrimCast","https://lgtm.com/projects/g/frizbog/gedcom4j/snapshot/dist-21830017-1524814812150/files/src/main/java/org/gedcom4j/io/encoding/AnselHandler.java?#L490","#Literal:IntToCharArray,@gen"
"3171313",3246,"ReceivedDeletedBlockInfo","Object","Equals","https://lgtm.com/projects/g/facebookarchive/hadoop-20/snapshot/dist-1802091768-1524814812150/files/src/hdfs/org/apache/hadoop/hdfs/server/protocol/ReceivedDeletedBlockInfo.java?#L67","#Equals:InstanceOf,@src"
"6654831",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/ulaw/EncoderData.java?#L2519","#Literal:IntToByteArray,@gen"
